tic,tmag,n_q0,neg_sap_q0,old_det_mad_q0,gap_det_mad_q0,gap_segments,cotrend_status,scale,scale_source,raw_amp_o1,raw_amp_o2,gap_amp_o1,gap_amp_o2,finite_gap_det_q0,mad_ratio_gap_old,amp_reduction_o1,amp_reduction_o2,plot
1102564575,18.719616702984077,9043,2520,0.7484386929273605,0.36679705862574585,2,spline;spline,1500.896456529658,auto_robust_abs,1.847892712192468,2.390037359318973,0.16994649822646923,0.14829695422809253,9043,0.4900829715138007,0.9080322698903699,0.937952035080176,reports/stage1_lightcurves/detrend_experiments/s57_detrend_debug/gap_split_sample/tic1102564575_gap_split.png
2020870240,18.750115326526284,10642,3817,0.3445693630635738,0.3457879249542849,2,spline;spline,1950.3600776588587,auto_robust_abs,4.906918970005016,3.2075015208926216,0.194220984982998,0.13469835112330042,10642,1.0035364777642355,0.9604189540992564,0.9580052105210491,reports/stage1_lightcurves/detrend_experiments/s57_detrend_debug/gap_split_sample/tic2020870240_gap_split.png
2041702715,18.959407756323603,10234,1326,0.6262508110105991,0.6095829198817214,2,spline;spline,852.6942083855573,auto_robust_abs,0.44735953889650376,0.5738921448855244,0.23157197309061794,0.24590105589333122,10234,0.973384639451436,0.48235825335962734,0.571520436226947,reports/stage1_lightcurves/detrend_experiments/s57_detrend_debug/gap_split_sample/tic2041702715_gap_split.png
2050216897,19.19891028594547,10092,5186,0.5046156382977962,0.09576443794064851,2,spline;spline,128807.72811937727,auto_robust_abs,2.4766261176151683,3.026888665709337,0.1040991168260591,0.109175220859835,10092,0.18977699197687892,0.957967366940998,0.9639315373252255,reports/stage1_lightcurves/detrend_experiments/s57_detrend_debug/gap_split_sample/tic2050216897_gap_split.png
1884492428,19.467135549034055,10347,2180,0.7375212170004845,0.6661719561940757,2,spline;spline,627.2914029264716,auto_robust_abs,1.0775938656349031,1.2065416174335715,0.31574466165989723,0.2236135241709596,10347,0.9032580227365012,0.7069910364849146,0.8146657181651084,reports/stage1_lightcurves/detrend_experiments/s57_detrend_debug/gap_split_sample/tic1884492428_gap_split.png
611780146,19.652300121961375,10794,4292,0.4001990208506584,0.3991908255717433,2,spline;spline,1756.2848257791425,auto_robust_abs,2.316855176760033,4.057678835623141,0.22451485012663652,0.15540647699199406,10794,0.997480765253318,0.9030950003354955,0.9617006462838678,reports/stage1_lightcurves/detrend_experiments/s57_detrend_debug/gap_split_sample/tic0611780146_gap_split.png
601235113,19.884821527033793,10570,3254,0.8628310730338096,0.8242527250456938,2,spline;spline,568.4286582502609,auto_robust_abs,0.7383224868871159,1.1746345800481799,0.2622310854980019,0.2518547434130306,10570,0.955288643172678,0.6448285266190259,0.7855888565763999,reports/stage1_lightcurves/detrend_experiments/s57_detrend_debug/gap_split_sample/tic0601235113_gap_split.png
1400694779,20.024121524832953,10576,3364,0.9045971146792172,0.7720998932372698,2,spline;spline,573.9860642354316,auto_robust_abs,2.140988986521959,1.3490975315832527,0.2800312258838019,0.2895305791286047,10576,0.8535290249196376,0.869204733117888,0.7853894382351868,reports/stage1_lightcurves/detrend_experiments/s57_detrend_debug/gap_split_sample/tic1400694779_gap_split.png
