config,bkspace_d,sigma_clip,case_id,tic,tmag,aperture,scale,scale_source,fit_count,n_quality0,n_det_finite_quality0,raw_negative_quality0,raw_negative_quality0_retained,det_mad_quality0,trend_mad_binned,trend_range_binned,trend_n_bins,failed,path
bk2_sig5,2.0,5.0,tic1981551646_s0056_o120_c4-2_Primary,1981551646,19.793893158618413,Primary,17087.947542226717,auto_robust_abs,6137,6137,6137,4232,4232,0.1470104972356544,0.09419933226944219,0.3974470322024639,29,False,data_local/stage1_lightcurves/detrend_experiments/s56_h5_sample/1981551646.h5
bk3_sig3,3.0,3.0,tic1981551646_s0056_o120_c4-2_Primary,1981551646,19.793893158618413,Primary,17087.947542226717,auto_robust_abs,6137,6137,6137,4232,4232,0.18728432837035944,0.16799887669877697,0.451219364401487,29,False,data_local/stage1_lightcurves/detrend_experiments/s56_h5_sample/1981551646.h5
bk3_sig5,3.0,5.0,tic1981551646_s0056_o120_c4-2_Primary,1981551646,19.793893158618413,Primary,17087.947542226717,auto_robust_abs,6137,6137,6137,4232,4232,0.1895553179124324,0.17479179983072124,0.4703058961973483,29,False,data_local/stage1_lightcurves/detrend_experiments/s56_h5_sample/1981551646.h5
bk0.8_sig3,0.8,3.0,tic1981551646_s0056_o120_c4-2_Small,1981551646,19.793893158618413,Small,1387.6836722445582,auto_robust_abs,6137,6137,6137,3923,3923,0.2125754780135937,0.09402970732812103,0.2927284682291815,29,False,data_local/stage1_lightcurves/detrend_experiments/s56_h5_sample/1981551646.h5
bk0.8_sig5,0.8,5.0,tic1981551646_s0056_o120_c4-2_Small,1981551646,19.793893158618413,Small,1387.6836722445582,auto_robust_abs,6137,6137,6137,3923,3923,0.21616876789367317,0.09689758475239132,0.2900744698002867,29,False,data_local/stage1_lightcurves/detrend_experiments/s56_h5_sample/1981551646.h5
bk1.2_sig3,1.2,3.0,tic1981551646_s0056_o120_c4-2_Small,1981551646,19.793893158618413,Small,1387.6836722445582,auto_robust_abs,6137,6137,6137,3923,3923,0.21400856683535505,0.10773997257516311,0.31625375896527497,29,False,data_local/stage1_lightcurves/detrend_experiments/s56_h5_sample/1981551646.h5
bk1.2_sig5,1.2,5.0,tic1981551646_s0056_o120_c4-2_Small,1981551646,19.793893158618413,Small,1387.6836722445582,auto_robust_abs,6137,6137,6137,3923,3923,0.2167067511792262,0.11381221413393829,0.31796152947118794,29,False,data_local/stage1_lightcurves/detrend_experiments/s56_h5_sample/1981551646.h5
bk2_sig3,2.0,3.0,tic1981551646_s0056_o120_c4-2_Small,1981551646,19.793893158618413,Small,1387.6836722445582,auto_robust_abs,6137,6137,6137,3923,3923,0.23306139073781135,0.11297971530826462,0.4199864302210934,29,False,data_local/stage1_lightcurves/detrend_experiments/s56_h5_sample/1981551646.h5
bk2_sig5,2.0,5.0,tic1981551646_s0056_o120_c4-2_Small,1981551646,19.793893158618413,Small,1387.6836722445582,auto_robust_abs,6137,6137,6137,3923,3923,0.23120731910592532,0.11106484878053076,0.4073417094486038,29,False,data_local/stage1_lightcurves/detrend_experiments/s56_h5_sample/1981551646.h5
bk3_sig3,3.0,3.0,tic1981551646_s0056_o120_c4-2_Small,1981551646,19.793893158618413,Small,1387.6836722445582,auto_robust_abs,6137,6137,6137,3923,3923,0.269983390076093,0.19794347124012748,0.5598349350320736,29,False,data_local/stage1_lightcurves/detrend_experiments/s56_h5_sample/1981551646.h5
bk3_sig5,3.0,5.0,tic1981551646_s0056_o120_c4-2_Small,1981551646,19.793893158618413,Small,1387.6836722445582,auto_robust_abs,6137,6137,6137,3923,3923,0.2704536634914392,0.18788169394542018,0.5876545030301432,29,False,data_local/stage1_lightcurves/detrend_experiments/s56_h5_sample/1981551646.h5
bk0.8_sig3,0.8,3.0,tic1981551646_s0056_o120_c4-2_Large,1981551646,19.793893158618413,Large,57980.02550641648,auto_robust_abs,6137,6137,6137,4320,4320,0.09204002106382123,0.04241438141985648,0.18818653795930063,29,False,data_local/stage1_lightcurves/detrend_experiments/s56_h5_sample/1981551646.h5
bk0.8_sig5,0.8,5.0,tic1981551646_s0056_o120_c4-2_Large,1981551646,19.793893158618413,Large,57980.02550641648,auto_robust_abs,6137,6137,6137,4320,4320,0.11599029498245883,0.057323003598053354,0.22732500349308726,29,False,data_local/stage1_lightcurves/detrend_experiments/s56_h5_sample/1981551646.h5
bk1.2_sig3,1.2,3.0,tic1981551646_s0056_o120_c4-2_Large,1981551646,19.793893158618413,Large,57980.02550641648,auto_robust_abs,6137,6137,6137,4320,4320,0.09664067889553186,0.05801421117672957,0.20036647427350207,29,False,data_local/stage1_lightcurves/detrend_experiments/s56_h5_sample/1981551646.h5
bk1.2_sig5,1.2,5.0,tic1981551646_s0056_o120_c4-2_Large,1981551646,19.793893158618413,Large,57980.02550641648,auto_robust_abs,6137,6137,6137,4320,4320,0.11044257815521513,0.07173678495713352,0.22075562345667987,29,False,data_local/stage1_lightcurves/detrend_experiments/s56_h5_sample/1981551646.h5
bk2_sig3,2.0,3.0,tic1981551646_s0056_o120_c4-2_Large,1981551646,19.793893158618413,Large,57980.02550641648,auto_robust_abs,6137,6137,6137,4320,4320,0.13422811053843461,0.08593984515067025,0.32316016483453114,29,False,data_local/stage1_lightcurves/detrend_experiments/s56_h5_sample/1981551646.h5
bk2_sig5,2.0,5.0,tic1981551646_s0056_o120_c4-2_Large,1981551646,19.793893158618413,Large,57980.02550641648,auto_robust_abs,6137,6137,6137,4320,4320,0.1262717086691012,0.09298919997621954,0.3992661475387437,29,False,data_local/stage1_lightcurves/detrend_experiments/s56_h5_sample/1981551646.h5
bk3_sig3,3.0,3.0,tic1981551646_s0056_o120_c4-2_Large,1981551646,19.793893158618413,Large,57980.02550641648,auto_robust_abs,6137,6137,6137,4320,4320,0.1720331330661497,0.1527983376318999,0.4217372632678206,29,False,data_local/stage1_lightcurves/detrend_experiments/s56_h5_sample/1981551646.h5
bk3_sig5,3.0,5.0,tic1981551646_s0056_o120_c4-2_Large,1981551646,19.793893158618413,Large,57980.02550641648,auto_robust_abs,6137,6137,6137,4320,4320,0.17253166873594386,0.16227761110892291,0.4426638198154331,29,False,data_local/stage1_lightcurves/detrend_experiments/s56_h5_sample/1981551646.h5
bk0.8_sig3,0.8,3.0,tic1981662747_s0056_o120_c4-2_Primary,1981662747,19.883507384287178,Primary,16873.439906752166,auto_robust_abs,6097,6097,6097,4223,4223,0.11124019761481395,0.07148270935197025,0.2863986734238707,29,False,data_local/stage1_lightcurves/detrend_experiments/s56_h5_sample/1981662747.h5
bk0.8_sig5,0.8,5.0,tic1981662747_s0056_o120_c4-2_Primary,1981662747,19.883507384287178,Primary,16873.439906752166,auto_robust_abs,6097,6097,6097,4223,4223,0.1196202581388312,0.05244671666368641,0.2768765077409513,29,False,data_local/stage1_lightcurves/detrend_experiments/s56_h5_sample/1981662747.h5
bk1.2_sig3,1.2,3.0,tic1981662747_s0056_o120_c4-2_Primary,1981662747,19.883507384287178,Primary,16873.439906752166,auto_robust_abs,6097,6097,6097,4223,4223,0.11671958471957848,0.06537786750276012,0.2876698700964937,29,False,data_local/stage1_lightcurves/detrend_experiments/s56_h5_sample/1981662747.h5
bk1.2_sig5,1.2,5.0,tic1981662747_s0056_o120_c4-2_Primary,1981662747,19.883507384287178,Primary,16873.439906752166,auto_robust_abs,6097,6097,6097,4223,4223,0.1262724737673693,0.07409260559814512,0.31039474665011346,29,False,data_local/stage1_lightcurves/detrend_experiments/s56_h5_sample/1981662747.h5
bk2_sig3,2.0,3.0,tic1981662747_s0056_o120_c4-2_Primary,1981662747,19.883507384287178,Primary,16873.439906752166,auto_robust_abs,6097,6097,6097,4223,4223,0.159547223536956,0.11253731699920963,0.9084312624577177,29,False,data_local/stage1_lightcurves/detrend_experiments/s56_h5_sample/1981662747.h5
bk2_sig5,2.0,5.0,tic1981662747_s0056_o120_c4-2_Primary,1981662747,19.883507384287178,Primary,16873.439906752166,auto_robust_abs,6097,6097,6097,4223,4223,0.17159705837830622,0.10616398525106703,0.5833855840890716,29,False,data_local/stage1_lightcurves/detrend_experiments/s56_h5_sample/1981662747.h5
bk3_sig3,3.0,3.0,tic1981662747_s0056_o120_c4-2_Primary,1981662747,19.883507384287178,Primary,16873.439906752166,auto_robust_abs,6097,6097,6097,4223,4223,0.2595196237288143,0.24823827050458236,0.7568376820089155,29,False,data_local/stage1_lightcurves/detrend_experiments/s56_h5_sample/1981662747.h5
bk3_sig5,3.0,5.0,tic1981662747_s0056_o120_c4-2_Primary,1981662747,19.883507384287178,Primary,16873.439906752166,auto_robust_abs,6097,6097,6097,4223,4223,0.2634275247182801,0.275910539186192,0.778076131811656,29,False,data_local/stage1_lightcurves/detrend_experiments/s56_h5_sample/1981662747.h5
bk0.8_sig3,0.8,3.0,tic1981662747_s0056_o120_c4-2_Small,1981662747,19.883507384287178,Small,1642.5017683497417,auto_robust_abs,6097,6097,6097,4109,4109,0.15255301985719535,0.05091714174632853,0.33146548977975654,29,False,data_local/stage1_lightcurves/detrend_experiments/s56_h5_sample/1981662747.h5
bk0.8_sig5,0.8,5.0,tic1981662747_s0056_o120_c4-2_Small,1981662747,19.883507384287178,Small,1642.5017683497417,auto_robust_abs,6097,6097,6097,4109,4109,0.15810848149677045,0.05975489246688355,0.3200540183247562,29,False,data_local/stage1_lightcurves/detrend_experiments/s56_h5_sample/1981662747.h5
bk1.2_sig3,1.2,3.0,tic1981662747_s0056_o120_c4-2_Small,1981662747,19.883507384287178,Small,1642.5017683497417,auto_robust_abs,6097,6097,6097,4109,4109,0.1618128464545866,0.061940254906789595,0.32042505943621,29,False,data_local/stage1_lightcurves/detrend_experiments/s56_h5_sample/1981662747.h5
bk1.2_sig5,1.2,5.0,tic1981662747_s0056_o120_c4-2_Small,1981662747,19.883507384287178,Small,1642.5017683497417,auto_robust_abs,6097,6097,6097,4109,4109,0.1677449746507462,0.07560404086714645,0.3424485953390545,29,False,data_local/stage1_lightcurves/detrend_experiments/s56_h5_sample/1981662747.h5
bk2_sig3,2.0,3.0,tic1981662747_s0056_o120_c4-2_Small,1981662747,19.883507384287178,Small,1642.5017683497417,auto_robust_abs,6097,6097,6097,4109,4109,0.2195107901675316,0.12044310306737144,0.6679770505447015,29,False,data_local/stage1_lightcurves/detrend_experiments/s56_h5_sample/1981662747.h5
bk2_sig5,2.0,5.0,tic1981662747_s0056_o120_c4-2_Small,1981662747,19.883507384287178,Small,1642.5017683497417,auto_robust_abs,6097,6097,6097,4109,4109,0.22422204993025563,0.12841364678305434,0.6893630184736264,29,False,data_local/stage1_lightcurves/detrend_experiments/s56_h5_sample/1981662747.h5
bk3_sig3,3.0,3.0,tic1981662747_s0056_o120_c4-2_Small,1981662747,19.883507384287178,Small,1642.5017683497417,auto_robust_abs,6097,6097,6097,4109,4109,0.3078402167421469,0.252322466076951,0.8539089673416448,29,False,data_local/stage1_lightcurves/detrend_experiments/s56_h5_sample/1981662747.h5
bk3_sig5,3.0,5.0,tic1981662747_s0056_o120_c4-2_Small,1981662747,19.883507384287178,Small,1642.5017683497417,auto_robust_abs,6097,6097,6097,4109,4109,0.3169458137083321,0.26675310220000215,0.883958691262508,29,False,data_local/stage1_lightcurves/detrend_experiments/s56_h5_sample/1981662747.h5
bk0.8_sig3,0.8,3.0,tic1981662747_s0056_o120_c4-2_Large,1981662747,19.883507384287178,Large,43165.68536128503,auto_robust_abs,6097,6097,6097,4283,4283,0.11393627701160045,0.06339420231038917,0.3242300164023647,29,False,data_local/stage1_lightcurves/detrend_experiments/s56_h5_sample/1981662747.h5
bk0.8_sig5,0.8,5.0,tic1981662747_s0056_o120_c4-2_Large,1981662747,19.883507384287178,Large,43165.68536128503,auto_robust_abs,6097,6097,6097,4283,4283,0.12310586907447144,0.058980857750599025,0.30149071902547886,29,False,data_local/stage1_lightcurves/detrend_experiments/s56_h5_sample/1981662747.h5
bk1.2_sig3,1.2,3.0,tic1981662747_s0056_o120_c4-2_Large,1981662747,19.883507384287178,Large,43165.68536128503,auto_robust_abs,6097,6097,6097,4283,4283,0.11996024553926475,0.07322991186259918,0.30616918334373033,29,False,data_local/stage1_lightcurves/detrend_experiments/s56_h5_sample/1981662747.h5
bk1.2_sig5,1.2,5.0,tic1981662747_s0056_o120_c4-2_Large,1981662747,19.883507384287178,Large,43165.68536128503,auto_robust_abs,6097,6097,6097,4283,4283,0.13111829020935878,0.05584777853484641,0.33268130618081193,29,False,data_local/stage1_lightcurves/detrend_experiments/s56_h5_sample/1981662747.h5
bk2_sig3,2.0,3.0,tic1981662747_s0056_o120_c4-2_Large,1981662747,19.883507384287178,Large,43165.68536128503,auto_robust_abs,6097,6097,6097,4283,4283,0.16040389414410375,0.12124061496116738,0.9410026487909908,29,False,data_local/stage1_lightcurves/detrend_experiments/s56_h5_sample/1981662747.h5
bk2_sig5,2.0,5.0,tic1981662747_s0056_o120_c4-2_Large,1981662747,19.883507384287178,Large,43165.68536128503,auto_robust_abs,6097,6097,6097,4283,4283,0.17587246747582785,0.10923457175639673,0.6148194021752568,29,False,data_local/stage1_lightcurves/detrend_experiments/s56_h5_sample/1981662747.h5
bk3_sig3,3.0,3.0,tic1981662747_s0056_o120_c4-2_Large,1981662747,19.883507384287178,Large,43165.68536128503,auto_robust_abs,6097,6097,6097,4283,4283,0.27255951269056666,0.24911526832220846,0.789914026828571,29,False,data_local/stage1_lightcurves/detrend_experiments/s56_h5_sample/1981662747.h5
bk3_sig5,3.0,5.0,tic1981662747_s0056_o120_c4-2_Large,1981662747,19.883507384287178,Large,43165.68536128503,auto_robust_abs,6097,6097,6097,4283,4283,0.275312114792777,0.2944996455806515,0.812894973195121,29,False,data_local/stage1_lightcurves/detrend_experiments/s56_h5_sample/1981662747.h5
bk0.8_sig3,0.8,3.0,tic2014550155_s0056_o120_c3-2_Primary,2014550155,19.301780029763705,Primary,7713.796334213594,auto_robust_abs,6137,6137,6137,4130,4130,0.12384510156829602,0.026166531676499464,0.2216263005885306,29,False,data_local/stage1_lightcurves/detrend_experiments/s56_h5_sample/2014550155.h5
bk0.8_sig5,0.8,5.0,tic2014550155_s0056_o120_c3-2_Primary,2014550155,19.301780029763705,Primary,7713.796334213594,auto_robust_abs,6137,6137,6137,4130,4130,0.12640989021433985,0.028587729307789564,0.20388517103385795,29,False,data_local/stage1_lightcurves/detrend_experiments/s56_h5_sample/2014550155.h5
bk1.2_sig3,1.2,3.0,tic2014550155_s0056_o120_c3-2_Primary,2014550155,19.301780029763705,Primary,7713.796334213594,auto_robust_abs,6137,6137,6137,4130,4130,0.1344473786840576,0.04233658356016002,0.18316878030002415,29,False,data_local/stage1_lightcurves/detrend_experiments/s56_h5_sample/2014550155.h5
bk1.2_sig5,1.2,5.0,tic2014550155_s0056_o120_c3-2_Primary,2014550155,19.301780029763705,Primary,7713.796334213594,auto_robust_abs,6137,6137,6137,4130,4130,0.139610204626174,0.055153973432193686,0.24926814783891205,29,False,data_local/stage1_lightcurves/detrend_experiments/s56_h5_sample/2014550155.h5
bk2_sig3,2.0,3.0,tic2014550155_s0056_o120_c3-2_Primary,2014550155,19.301780029763705,Primary,7713.796334213594,auto_robust_abs,6137,6137,6137,4130,4130,0.14445164060215518,0.062153064478368165,0.23184799188057326,29,False,data_local/stage1_lightcurves/detrend_experiments/s56_h5_sample/2014550155.h5
bk2_sig5,2.0,5.0,tic2014550155_s0056_o120_c3-2_Primary,2014550155,19.301780029763705,Primary,7713.796334213594,auto_robust_abs,6137,6137,6137,4130,4130,0.14308559615273742,0.058060808005489906,0.27704305099684745,29,False,data_local/stage1_lightcurves/detrend_experiments/s56_h5_sample/2014550155.h5
bk3_sig3,3.0,3.0,tic2014550155_s0056_o120_c3-2_Primary,2014550155,19.301780029763705,Primary,7713.796334213594,auto_robust_abs,6137,6137,6137,4130,4130,0.16109555028313285,0.06626768643602549,0.5423849495765781,29,False,data_local/stage1_lightcurves/detrend_experiments/s56_h5_sample/2014550155.h5
bk3_sig5,3.0,5.0,tic2014550155_s0056_o120_c3-2_Primary,2014550155,19.301780029763705,Primary,7713.796334213594,auto_robust_abs,6137,6137,6137,4130,4130,0.16441460458155524,0.07530861602233188,0.5515995179736252,29,False,data_local/stage1_lightcurves/detrend_experiments/s56_h5_sample/2014550155.h5
bk0.8_sig3,0.8,3.0,tic2014550155_s0056_o120_c3-2_Small,2014550155,19.301780029763705,Small,641.3328543549526,auto_robust_abs,6137,6137,6137,3590,3590,0.3914975255788971,0.06442625018892037,0.2714258750396269,29,False,data_local/stage1_lightcurves/detrend_experiments/s56_h5_sample/2014550155.h5
bk0.8_sig5,0.8,5.0,tic2014550155_s0056_o120_c3-2_Small,2014550155,19.301780029763705,Small,641.3328543549526,auto_robust_abs,6137,6137,6137,3590,3590,0.39149134373010347,0.06424493597044705,0.274879909670815,29,False,data_local/stage1_lightcurves/detrend_experiments/s56_h5_sample/2014550155.h5
bk1.2_sig3,1.2,3.0,tic2014550155_s0056_o120_c3-2_Small,2014550155,19.301780029763705,Small,641.3328543549526,auto_robust_abs,6137,6137,6137,3590,3590,0.4022770764723523,0.09383380031808596,0.32781731644572654,29,False,data_local/stage1_lightcurves/detrend_experiments/s56_h5_sample/2014550155.h5
bk1.2_sig5,1.2,5.0,tic2014550155_s0056_o120_c3-2_Small,2014550155,19.301780029763705,Small,641.3328543549526,auto_robust_abs,6137,6137,6137,3590,3590,0.4026199957630352,0.09642473066921284,0.3361450814143263,29,False,data_local/stage1_lightcurves/detrend_experiments/s56_h5_sample/2014550155.h5
bk2_sig3,2.0,3.0,tic2014550155_s0056_o120_c3-2_Small,2014550155,19.301780029763705,Small,641.3328543549526,auto_robust_abs,6137,6137,6137,3590,3590,0.41587894107645745,0.09743862652782474,0.47420526916211514,29,False,data_local/stage1_lightcurves/detrend_experiments/s56_h5_sample/2014550155.h5
bk2_sig5,2.0,5.0,tic2014550155_s0056_o120_c3-2_Small,2014550155,19.301780029763705,Small,641.3328543549526,auto_robust_abs,6137,6137,6137,3590,3590,0.4152927623801158,0.1035539927417293,0.42771017203382444,29,False,data_local/stage1_lightcurves/detrend_experiments/s56_h5_sample/2014550155.h5
