config,bkspace_d,sigma_clip,duration_min,depth,injection_cases,median_retention,p16_retention,p84_retention,min_retention,max_retention,median_cadences
bk2_sig5,2.0,5.0,240.0,0.3,33,0.9715578922270884,0.9596378565918241,0.9922118960718814,0.9248009997520434,1.1543144535158985,720.0
bk2_sig5,2.0,5.0,360.0,0.1,33,0.9849219703762435,0.9754186965163978,0.9979144141234517,0.9260332284552958,1.1412293130177853,1080.0
bk2_sig5,2.0,5.0,360.0,0.3,33,0.9596151991897227,0.9449508651408407,0.9871498927220804,0.9268526825098519,1.1682410858593053,1080.0
bk3_sig3,3.0,3.0,180.0,0.1,33,0.9925941618700751,0.9824795393509003,1.0011640890065885,0.9203987695830096,1.134534963389866,540.0
bk3_sig3,3.0,3.0,180.0,0.3,33,0.9788794869235603,0.964115164465555,0.9967636331787832,0.9239325263494477,1.1451710157412913,540.0
bk3_sig3,3.0,3.0,240.0,0.1,33,0.9904927672741848,0.9789914893748288,1.0013194710329172,0.92049656844153,1.1404644037817313,720.0
bk3_sig3,3.0,3.0,240.0,0.3,33,0.9725112539505517,0.9574334516444896,0.995011862616366,0.9240027751339253,1.1301103991736725,720.0
bk3_sig3,3.0,3.0,360.0,0.1,33,0.98483589868192,0.9738411765886182,0.9969834416842486,0.9215905740713726,1.1322243611725273,1080.0
bk3_sig3,3.0,3.0,360.0,0.3,33,0.9594819565193491,0.9406395447486433,0.9881572297345897,0.9265503973928079,1.1299474895748238,1080.0
bk3_sig5,3.0,5.0,180.0,0.1,33,0.993598683901929,0.9818772229694566,1.0011791759776518,0.9220527615140828,1.1418867748355093,540.0
bk3_sig5,3.0,5.0,180.0,0.3,33,0.979233400267595,0.9638180778578422,0.9966109286862527,0.9243740724446677,1.1515849338480322,540.0
bk3_sig5,3.0,5.0,240.0,0.1,33,0.9903090449446666,0.9786312031680175,1.000932432514577,0.9223492536342193,1.1441709970346585,720.0
bk3_sig5,3.0,5.0,240.0,0.3,33,0.9739443773337164,0.958546465281394,0.9944730007549794,0.9250637947994937,1.1579428600828454,720.0
bk3_sig5,3.0,5.0,360.0,0.1,33,0.9838935507054608,0.9745620120600382,0.9962248311461868,0.9235660051817407,1.148571503743232,1080.0
bk3_sig5,3.0,5.0,360.0,0.3,33,0.9648625470800295,0.9431827595105142,0.9887330953377581,0.9267661234910389,1.175809832906595,1080.0
