tic,tmag,camera,ccd,method,gapsplit,nseg,fitcnt,scalesrc,cotstat,n_cadences,n_q0,neg_sap_q0,finite_det_q0,det_median_q0,det_mad_q0,path
1102585566,19.80730863479148,4,3,twirl-fs-v2,0.5,1,10653,auto_robust_abs,spline,11775,10653,5473,10653,1.0,0.38415079164505,/pdo/users/tehan/tglc-gpu-production/hlsp_s0056_twirl_fs_v2/0000/0011/0258/5566/hlsp_twirlfs_tess_ffi_s0056-0000001102585566_tess_v01_llc.fits
1400759494,19.82001436685205,4,4,twirl-fs-v2,0.5,1,11703,auto_robust_abs,spline,11775,11703,5022,11703,1.0,0.7078449435710906,/pdo/users/tehan/tglc-gpu-production/hlsp_s0056_twirl_fs_v2/0000/0014/0075/9494/hlsp_twirlfs_tess_ffi_s0056-0000001400759494_tess_v01_llc.fits
1400925817,19.22333942801237,4,4,twirl-fs-v2,0.5,1,10825,auto_robust_abs,spline,11775,10825,3658,10825,1.0,0.559110892367363,/pdo/users/tehan/tglc-gpu-production/hlsp_s0056_twirl_fs_v2/0000/0014/0092/5817/hlsp_twirlfs_tess_ffi_s0056-0000001400925817_tess_v01_llc.fits
1271162210,18.7687319381338,4,4,twirl-fs-v2,0.5,1,11002,auto_robust_abs,spline,11775,11002,4151,11002,1.0,0.2252287575960159,/pdo/users/tehan/tglc-gpu-production/hlsp_s0056_twirl_fs_v2/0000/0012/7116/2210/hlsp_twirlfs_tess_ffi_s0056-0000001271162210_tess_v01_llc.fits
1400836287,19.01324089143417,4,4,twirl-fs-v2,0.5,1,11732,auto_robust_abs,spline,11775,11732,4676,11732,1.0,0.4448422742307186,/pdo/users/tehan/tglc-gpu-production/hlsp_s0056_twirl_fs_v2/0000/0014/0083/6287/hlsp_twirlfs_tess_ffi_s0056-0000001400836287_tess_v01_llc.fits
1271218766,18.04071869102373,4,4,twirl-fs-v2,0.5,1,10345,auto_robust_abs,spline,11775,10345,586,10345,1.0,0.2279155544042587,/pdo/users/tehan/tglc-gpu-production/hlsp_s0056_twirl_fs_v2/0000/0012/7121/8766/hlsp_twirlfs_tess_ffi_s0056-0000001271218766_tess_v01_llc.fits
232615474,14.69314669733605,4,4,twirl-fs-v2,0.5,1,11280,auto_median_abs,spline,11775,11280,0,11280,1.0000000298023224,0.01557726210951805,/pdo/users/tehan/tglc-gpu-production/hlsp_s0056_twirl_fs_v2/0000/0002/3261/5474/hlsp_twirlfs_tess_ffi_s0056-0000000232615474_tess_v01_llc.fits
1271151281,20.23951989764992,4,4,twirl-fs-v2,0.5,1,11191,auto_robust_abs,spline,11775,11191,6680,11191,1.0,0.2838604716181755,/pdo/users/tehan/tglc-gpu-production/hlsp_s0056_twirl_fs_v2/0000/0012/7115/1281/hlsp_twirlfs_tess_ffi_s0056-0000001271151281_tess_v01_llc.fits
2040087413,20.23475059619703,2,4,twirl-fs-v2,0.5,1,11678,auto_robust_abs,spline,11775,11678,5298,11678,1.0,0.5571032178282738,/pdo/users/tehan/tglc-gpu-production/hlsp_s0056_twirl_fs_v2/0000/0020/4008/7413/hlsp_twirlfs_tess_ffi_s0056-0000002040087413_tess_v01_llc.fits
2053053433,20.18286462930573,1,3,twirl-fs-v2,0.5,1,10372,auto_robust_abs,spline,11775,10372,4290,10372,0.9999999701976776,0.8003299527347087,/pdo/users/tehan/tglc-gpu-production/hlsp_s0056_twirl_fs_v2/0000/0020/5305/3433/hlsp_twirlfs_tess_ffi_s0056-0000002053053433_tess_v01_llc.fits
